"Pair";"Session";"Fribble_nr";"Name_a";"Name_b";"labels";"snautdist"
"125126";"post";"14";"bolletje bovenop";"balletje rechte balk";"bolletje bovenop : balletje rechte balk";0,315782
"125126";"post";"15";"vierkante tutu slurfje";"tutu met slurf";"vierkante tutu slurfje : tutu met slurf";0,13489
"125126";"post";"16";"uitklappende kubussen rechterkant";"slurf met kubussen";"uitklappende kubussen rechterkant : slurf met kubussen";0,187238
"127128";"pre";"1";"twee linker antennes";"onweer en spijker";"twee linker antennes : onweer en spijker";0,421977
"127128";"pre";"2";"bovenop puntige driehoek";"angrybirds hanekam";"bovenop puntige driehoek : angrybirds hanekam";0,393035
"127128";"pre";"3";"meest langwerpig";"twister lange sokkel";"meest langwerpig : twister lange sokkel";0,416847
"127128";"pre";"4";"twee balkjes rechts";"stekker met trapezium";"twee balkjes rechts : stekker met trapezium";0,284988
"127128";"pre";"5";"meest compact";"hamer en drukknop";"meest compact : hamer en drukknop";0,584881
"127128";"pre";"6";"bal midden voorkant";"neusbot ei veer";"bal midden voorkant : neusbot ei veer";0,295267
"127128";"pre";"7";"opgetild bakje";"weegschaal wipwap bankje";"opgetild bakje : weegschaal wipwap bankje";0,233875
"127128";"pre";"8";"doorboorde ruit bovenop";"uitsteken naar buiten";"doorboorde ruit bovenop : uitsteken naar buiten";0,458584
"127128";"pre";"9";"achterkant veertje rechtsboven";"sokkel met lepel";"achterkant veertje rechtsboven : sokkel met lepel";0,320719
"127128";"pre";"10";"lijkt op spagaat";"zonnepaneel doorboring staaf";"lijkt op spagaat : zonnepaneel doorboring staaf";0,546644
"127128";"pre";"11";"ovale bol voorkant";"zwevend ei lepel";"ovale bol voorkant : zwevend ei lepel";0,307388
"127128";"pre";"12";"pilon omgekeerd links";"bijtel en platform";"pilon omgekeerd links : bijtel en platform";0,5141
"127128";"pre";"13";"zes ruitjes totaal";"pippi langkous plaat";"zes ruitjes totaal : pippi langkous plaat";0,549754
"127128";"pre";"14";"lange balk voorkant";"ei doorboorde tak";"lange balk voorkant : ei doorboorde tak";0,434201
"127128";"pre";"15";"vierkant rondom middel";"platform door mok";"vierkant rondom middel : platform door mok";0,328716
"127128";"pre";"16";"grote pluim bovenop";"waterdruppels en onweer";"grote pluim bovenop : waterdruppels en onweer";0,45273
"127128";"post";"1";"robot";"robot";"robot : robot";0
"127128";"post";"2";"puntige driehoek bovenop";"piramide uitlopend blok";"puntige driehoek bovenop : piramide uitlopend blok";0,188871
"127128";"post";"3";"voetbaltrofee";"voetbal trofee";"voetbaltrofee : voetbal trofee";0,281239
"127128";"post";"4";"stompe driehoek";"stekker";"stompe driehoek : stekker";0,708696
"127128";"post";"5";"meest compact";"hamer balk bovenop";"meest compact : hamer balk bovenop";0,693309
"127128";"post";"6";"indiaan";"indiaan veer neusbot";"indiaan : indiaan veer neusbot";0,177606
"127128";"post";"7";"tafeltje met salade bakje";"picknick tafel salade bak";"tafeltje met salade bakje : picknick tafel salade bak";0,0766071
"127128";"post";"8";"doorboorde ruit bovenop";"complexe figuur";"doorboorde ruit bovenop : complexe figuur";0,582941
"127128";"post";"9";"spaarpot";"spaarpot met lepel";"spaarpot : spaarpot met lepel";0,235602
"127128";"post";"10";"spagaat";"kantelscherm twee staven";"spagaat : kantelscherm twee staven";0,623234
"127128";"post";"11";"ei liniaal lepel";"zwevend ei lineaal";"ei liniaal lepel : zwevend ei lineaal";0,128734
"127128";"post";"12";"dienblad omgedraaide pilon";"dienblad pylon";"dienblad omgedraaide pilon : dienblad pylon";0,235574
"127128";"post";"13";"twee staartjes";"pippi langkous";"twee staartjes : pippi langkous";0,489413
"127128";"post";"14";"balk ervoor ei bovenop";"zwevend ei balk";"balk ervoor ei bovenop : zwevend ei balk";0,12516
"127128";"post";"15";"glijbaan op platform";"waterglijbaan platform";"glijbaan op platform : waterglijbaan platform";0,111547
"127128";"post";"16";"twee grote lepels";"twee grootste lepels";"twee grote lepels : twee grootste lepels";0,0607886
"129130";"pre";"1";"grote plaat rechtsvoor";"vierkant rechts";"grote plaat rechtsvoor : vierkant rechts";0,315526
"129130";"pre";"2";"puntige driehoek bovenop";"piramide bovenop";"puntige driehoek bovenop : piramide bovenop";0,210309
"129130";"pre";"3";"kubus rechts bovenop";"twee vierkanten bovenop";"kubus rechts bovenop : twee vierkanten bovenop";0,169449
"129130";"pre";"4";"twee balken rechts";"is rechts";"twee balken rechts : is rechts";0,274466
"129130";"pre";"5";"liggende balk bovenop";"balkje horizontaal bovenop";"liggende balk bovenop : balkje horizontaal bovenop";0,201013
"129130";"pre";"6";"appel steeltje naar linksboven";"ovaal met balk";"appel steeltje naar linksboven : ovaal met balk";0,271802
"129130";"pre";"7";"complex en breed";"plank omgekeerde piramide";"complex en breed : plank omgekeerde piramide";0,524817
"129130";"pre";"8";"veel uitsteeksels overal";"ruit schroef bovenop";"veel uitsteeksels overal : ruit schroef bovenop";0,414105
"129130";"pre";"9";"halve hockey puk linksboven";"halve cirkel achterkant";"halve hockey puk linksboven : halve cirkel achterkant";0,272454
"129130";"pre";"10";"lang handvat rechts";"gieter vierkant achter";"lang handvat rechts : gieter vierkant achter";0,210699
"129130";"pre";"11";"liggend ei rechts";"ovaal rechts";"liggend ei rechts : ovaal rechts";0,238261
"129130";"pre";"12";"ronde tafel schijf rechts";"horizontale cirkel rechts";"ronde tafel schijf rechts : horizontale cirkel rechts";0,232884
"129130";"pre";"13";"zes kleine diamantjes";"bovenop een vierkant";"zes kleine diamantjes : bovenop een vierkant";0,300244
"129130";"pre";"14";"bal bovenop";"bal bovenop";"bal bovenop : bal bovenop";0
"129130";"pre";"15";"twee";"omringend vierkant halverwegen";"twee : omringend vierkant halverwegen";0,519031
"129130";"pre";"16";"bovenop rechtopstaand ovaal";"rechts blokken";"bovenop rechtopstaand ovaal : rechts blokken";0,368572
"129130";"post";"1";"robot plat vierkant";"de robot";"robot plat vierkant : de robot";0,292453
"129130";"post";"2";"grootste driehoek bovenin";"groot driehoek muilkorf";"grootste driehoek bovenin : groot driehoek muilkorf";0,311752
"129130";"post";"3";"cocktail";"de cocktail";"cocktail : de cocktail";0,0963725
"129130";"post";"4";"vogeltje is teken";"is teken vogeltje";"vogeltje is teken : is teken vogeltje";0
"129130";"post";"5";"meest compacte plaatje";"compact met vleugeltjes";"meest compacte plaatje : compact met vleugeltjes";0,290772
"129130";"post";"6";"ei met zuignap";"ei balk zuignap";"ei met zuignap : ei balk zuignap";0,107854
"129130";"post";"7";"koffietafel appel steeltje poten";"het bijzettafeltje";"koffietafel appel steeltje poten : het bijzettafeltje";0,359198
"129130";"post";"8";"kraan";"de kraan";"kraan : de kraan";0,0973799
"129130";"post";"9";"halve cirkel linksboven";"halve cirkel balkje";"halve cirkel linksboven : halve cirkel balkje";0,062671
"129130";"post";"10";"gieter schuin vierkant";"de gieter";"gieter schuin vierkant : de gieter";0,244086
"129130";"post";"11";"kegel balk ei";"ei omgekeerde kegel";"kegel balk ei : ei omgekeerde kegel";0,108227
"129130";"post";"12";"biertap tafeltje";"biertap met tafeltje";"biertap tafeltje : biertap met tafeltje";0,0365427
"129130";"post";"13";"clown diamantjes";"de clown";"clown diamantjes : de clown";0,234476
"129130";"post";"14";"ei balk armen";"ei balk boogjes";"ei balk armen : ei balk boogjes";0,0926918
"129130";"post";"15";"glijbaan vierkant plateau";"glijbaan plateau staafjes";"glijbaan vierkant plateau : glijbaan plateau staafjes";0,0954676
"129130";"post";"16";"moeilijkste bespreekbaar";"de moeilijke";"moeilijkste bespreekbaar : de moeilijke";0,390907
"131132";"pre";"1";"verrekijker";"twee torens links";"verrekijker : twee torens links";0,631076
"131132";"pre";"2";"puntige feesthoed";"punthoed";"puntige feesthoed : punthoed";0,205955
"131132";"pre";"3";"winnaars beker";"gedraaide voet";"winnaars beker : gedraaide voet";0,663864
"131132";"pre";"4";"vogel met snavel";"is teken armpje";"vogel met snavel : is teken armpje";0,401448
"131132";"pre";"5";"balk op bovenkant";"rechthoekige hanenkam";"balk op bovenkant : rechthoekige hanenkam";0,383526
"131132";"pre";"6";"langwerpig grote neuspiercing";"bolletje houdt stang";"langwerpig grote neuspiercing : bolletje houdt stang";0,279874
"131132";"pre";"7";"tafeltje op hoogte";"tafelpoten schuin trechter";"tafeltje op hoogte : tafelpoten schuin trechter";0,299089
"131132";"pre";"8";"pinokkio met hoed";"ruit erop gewichtheffer";"pinokkio met hoed : ruit erop gewichtheffer";0,315466
"131132";"pre";"9";"hoekige cilinder neus";"brede smalle voet";"hoekige cilinder neus : brede smalle voet";0,353769
"131132";"pre";"10";"cilinder er doorheen";"stang erdoorheen breed";"cilinder er doorheen : stang erdoorheen breed";0,316986
"131132";"pre";"11";"spatel bakje met neus";"twee verschillende roerstaafjes";"spatel bakje met neus : twee verschillende roerstaafjes";0,336828
"131132";"pre";"12";"lichtinval dakraam";"dienblad en pacman handvat";"lichtinval dakraam : dienblad en pacman handvat";0,567622
"131132";"pre";"13";"lange oren";"bodemplaat met horens";"lange oren : bodemplaat met horens";0,34141
"131132";"pre";"14";"bal bovenop";"balletje erop";"bal bovenop : balletje erop";0,212979
"131132";"pre";"15";"ballerina rok";"door vierkant plateau";"ballerina rok : door vierkant plateau";0,536553
"131132";"pre";"16";"olifant slurf achterkant";"twee ovalen handvatten";"olifant slurf achterkant : twee ovalen handvatten";0,384153
"131132";"post";"1";"dubbele verrekijker";"twee verrekijker torens";"dubbele verrekijker : twee verrekijker torens";0,261057
"131132";"post";"2";"piramide hoed op wieltjes";"punthoed piramide";"piramide hoed op wieltjes : punthoed piramide";0,14662
"131132";"post";"3";"winnaars trofee";"trofee";"winnaars trofee : trofee";0,0836816
"131132";"post";"4";"vogel";"vogeltje is teken";"vogel : vogeltje is teken";0,31377
"131132";"post";"5";"rechthoekige hanenkam";"vierkante balk erop";"rechthoekige hanenkam : vierkante balk erop";0,305628
"131132";"post";"6";"neuspiercing";"neuspiercing staaf";"neuspiercing : neuspiercing staaf";0,186455
"131132";"post";"7";"picknick tafel";"picknicktafel met trechter";"picknick tafel : picknicktafel met trechter";0,244223
"131132";"post";"8";"twee ruitjes hoed";"ruitjes gewichtheffen";"twee ruitjes hoed : ruitjes gewichtheffen";0,265213
"131132";"post";"9";"pinokkio neus";"pinocchio";"pinokkio neus : pinocchio";0,376709
"131132";"post";"10";"korte lange armen";"staaf erdoorheen ongelijk";"korte lange armen : staaf erdoorheen ongelijk";0,433872
"131132";"post";"11";"lineaal en penceel";"lineaal penseel staafjes";"lineaal en penceel : lineaal penseel staafjes";0,220352
"131132";"post";"12";"dienblad en dakraam";"dienblad en dakraam";"dienblad en dakraam : dienblad en dakraam";-1,19209e-07
"131132";"post";"13";"pippi langkous oren";"pippi langkous ribbels";"pippi langkous oren : pippi langkous ribbels";0,0588306
"131132";"post";"14";"lange kromme armen";"twee dunne armpjes";"lange kromme armen : twee dunne armpjes";0,269087
"131132";"post";"15";"ballerina rok";"ballerina";"ballerina rok : ballerina";0,0980572
"131132";"post";"16";"verrekijker";"twee ronde uitsteeksels";"verrekijker : twee ronde uitsteeksels";0,657267
"133134";"pre";"1";"plat vierkant paddestoel";"robot telescoop ogen";"plat vierkant paddestoel : robot telescoop ogen";0,425684
"133134";"pre";"2";"driehoek bovenop";"feesthoed en kogel";"driehoek bovenop : feesthoed en kogel";0,389462
"133134";"pre";"3";"gedraaid voetstuk wijnglas";"wijnglas";"gedraaid voetstuk wijnglas : wijnglas";0,167746
"133134";"pre";"4";"rechts twee balkjes";"afgekapt feesthoedje";"rechts twee balkjes : afgekapt feesthoedje";0,224601
"133134";"pre";"5";"bovenop lange balk";"raket met loopbrug";"bovenop lange balk : raket met loopbrug";0,434044
"133134";"pre";"6";"neuspiercing";"spijker door neus";"neuspiercing : spijker door neus";0,438025
"133134";"pre";"7";"geknikte stok eromheen";"afdakje";"geknikte stok eromheen : afdakje";0,318144
"133134";"pre";"8";"gebogen stukje eronder";"afvoerbuis aan onderkant";"gebogen stukje eronder : afvoerbuis aan onderkant";0,250268
"133134";"pre";"9";"schijf tegen achterkant";"cilinder bord lepel";"schijf tegen achterkant : cilinder bord lepel";0,364697
"133134";"pre";"10";"schuin vierkant erachter";"deegroller door kop";"schuin vierkant erachter : deegroller door kop";0,348694
"133134";"pre";"11";"ei neus en driehoek oor";"neus en meetlat";"ei neus en driehoek oor : neus en meetlat";0,150175
"133134";"pre";"12";"horizontaal schijfje rechts";"spijker door steel";"horizontaal schijfje rechts : spijker door steel";0,37908
"133134";"pre";"13";"horizontaal vierkant eronder";"kop met vlechten";"horizontaal vierkant eronder : kop met vlechten";0,340255
"133134";"pre";"14";"voorkant verticale balk";"dunne armpjes";"voorkant verticale balk : dunne armpjes";0,351715
"133134";"pre";"15";"horizontaal vierkant doorheen";"zwaaiend";"horizontaal vierkant doorheen : zwaaiend";0,525028
"133134";"pre";"16";"twee omgekeerde kegels";"uitsteeksels alle kanten";"twee omgekeerde kegels : uitsteeksels alle kanten";0,296455
"133134";"post";"1";"paddestoel telescoop ogen";"paddestoel twee telescopen";"paddestoel telescoop ogen : paddestoel twee telescopen";0,128422
"133134";"post";"2";"scherpe piramide bovenop";"punthoed en kogel";"scherpe piramide bovenop : punthoed en kogel";0,3248
"133134";"post";"3";"wijnglas";"wijnglas";"wijnglas : wijnglas";5,96046e-08
"133134";"post";"4";"twee streepjes rechts";"afgekapt feesthoedje";"twee streepjes rechts : afgekapt feesthoedje";0,231555
"133134";"post";"5";"lange balk bovenop";"raket met vleugels";"lange balk bovenop : raket met vleugels";0,429726
"133134";"post";"6";"neuspiercing";"stok door neus";"neuspiercing : stok door neus";0,476925
"133134";"post";"7";"tafel omgekeerde piramide";"tafel door kop";"tafel omgekeerde piramide : tafel door kop";0,291232
"133134";"post";"8";"krom uitsteeksel eronder";"platte vierkanten boven";"krom uitsteeksel eronder : platte vierkanten boven";0,278278
"133134";"post";"9";"langwerpig afgerond voetstuk";"lepel bord steelpan";"langwerpig afgerond voetstuk : lepel bord steelpan";0,45156
"133134";"post";"10";"armpjes bolletje uiteinde";"deegroller";"armpjes bolletje uiteinde : deegroller";0,34742
"133134";"post";"11";"feestneus twee haren";"ronde neus steelpan";"feestneus twee haren : ronde neus steelpan";0,443235
"133134";"post";"12";"bleekselderij dienblad";"spijker door bleekselderij";"bleekselderij dienblad : spijker door bleekselderij";0,182169
"133134";"post";"13";"vierkant horizontaal onderkant";"kop met vlechten";"vierkant horizontaal onderkant : kop met vlechten";0,340168
"133134";"post";"14";"verticale balk voorzijde";"dunne armen";"verticale balk voorzijde : dunne armen";0,346196
"133134";"post";"15";"horizontaal vierkant doorsnede";"plank door kop";"horizontaal vierkant doorsnede : plank door kop";0,368974
"133134";"post";"16";"rechts gestapelde blokjes";"vier richtingen uitsteeksels";"rechts gestapelde blokjes : vier richtingen uitsteeksels";0,35255
"135136";"pre";"1";"plat vierkant voorkant";"voorin een vierkant";"plat vierkant voorkant : voorin een vierkant";0,186482
"135136";"pre";"2";"grote neus kuif";"driehoek bovenop";"grote neus kuif : driehoek bovenop";0,451081
"135136";"pre";"3";"gedraaid voetstuk";"schroef driehoek onderin";"gedraaid voetstuk : schroef driehoek onderin";0,29946
"135136";"pre";"4";"twee latjes rechts";"twee rechthoeken rechts";"twee latjes rechts : twee rechthoeken rechts";0,112802
"135136";"pre";"5";"compact balk bovenop";"links half prisma";"compact balk bovenop : links half prisma";0,364091
"135136";"pre";"6";"draagt een stok";"bol staaf schijf";"draagt een stok : bol staaf schijf";0,340259
"135136";"pre";"7";"tafel met bakje";"tafeltje bakje bovenin";"tafel met bakje : tafeltje bakje bovenin";0,117305
"135136";"pre";"8";"een gebogen been";"haakje onderin";"een gebogen been : haakje onderin";0,385279
"135136";"pre";"9";"pan met lepel";"omgekeerde kegel rechtsboven";"pan met lepel : omgekeerde kegel rechtsboven";0,457834
"135136";"pre";"10";"armen met handjes";"doorlopende staaf bol";"armen met handjes : doorlopende staaf bol";0,387748
"135136";"pre";"11";"twee verschillende haar sprieten";"bol rechthoek boven";"twee verschillende haar sprieten : bol rechthoek boven";0,409948
"135136";"pre";"12";"spijker in linkerarm";"omgekeerde pion linksboven";"spijker in linkerarm : omgekeerde pion linksboven";0,364481
"135136";"pre";"13";"vloer en oren";"plateau onderin";"vloer en oren : plateau onderin";0,445612
"135136";"pre";"14";"bal bovenop";"bol bovenop";"bal bovenop : bol bovenop";0,145282
"135136";"pre";"15";"draagt een rokje";"twee streepjes boven";"draagt een rokje : twee streepjes boven";0,385911
"135136";"pre";"16";"drie verschillende armen";"kegel boven links";"drie verschillende armen : kegel boven links";0,490426
"135136";"post";"1";"paddenstoel bovenop";"paddenstoel";"paddenstoel bovenop : paddenstoel";0,143544
"135136";"post";"2";"breder wordend vierkant";"vierkant bovenop";"breder wordend vierkant : vierkant bovenop";0,259185
"135136";"post";"3";"schroef driehoek onderkant";"schroef met voetstuk";"schroef driehoek onderkant : schroef met voetstuk";0,169198
"135136";"post";"4";"twee balkjes links";"twee streepjes rechts";"twee balkjes links : twee streepjes rechts";0,111492
"135136";"post";"5";"balk en prisma's";"balk bovenop";"balk en prisma's : balk bovenop";0,216229
"135136";"post";"6";"staaf door bol";"bolletje balk schijf";"staaf door bol : bolletje balk schijf";0,38151
"135136";"post";"7";"tafel";"tafel";"tafel : tafel";-1,19209e-07
"135136";"post";"8";"gebogen stukje onderaan";"kromme ding onderin";"gebogen stukje onderaan : kromme ding onderin";0,170774
"135136";"post";"9";"voetstuk halve cirkel";"halve cirke";"voetstuk halve cirkel : halve cirke";0,21944
"135136";"post";"10";"staaf er doorheen";"balken schuin vlak";"staaf er doorheen : balken schuin vlak";0,403232
"135136";"post";"11";"bol rechterkant";"bol rechts";"bol rechterkant : bol rechts";0,0946478
"135136";"post";"12";"dienblad";"omgekeerde pion";"dienblad : omgekeerde pion";0,672266
"135136";"post";"13";"plaat onderaan";"onderste plank";"plaat onderaan : onderste plank";0,243448
"135136";"post";"14";"balk vooraan bol";"bal bovenop";"balk vooraan bol : bal bovenop";0,305165
"135136";"post";"15";"plaat midden";"plank iets hoger";"plaat midden : plank iets hoger";0,422697
"135136";"post";"16";"kegel bovenop zijkant";"twee kegels";"kegel bovenop zijkant : twee kegels";0,28289
"137138";"pre";"1";"twee torens links";"robot met antenne";"twee torens links : robot met antenne";0,512665
"137138";"pre";"2";"pyramide bovenop";"gezicht hanenkam wielen";"pyramide bovenop : gezicht hanenkam wielen";0,492207
"137138";"pre";"3";"staande voet trofee";"voetstuk beker vlag";"staande voet trofee : voetstuk beker vlag";0,247801
"137138";"pre";"4";"twee rechthoeken rechts";"spijker stopcontact hoed";"twee rechthoeken rechts : spijker stopcontact hoed";0,386396
"137138";"pre";"5";"geen enkele uitsteeksel";"simpel weinig zichtbaar";"geen enkele uitsteeksel : simpel weinig zichtbaar";0,333897
"137138";"pre";"6";"balk door balletje";"arm met hamer";"balk door balletje : arm met hamer";0,352469
"137138";"pre";"7";"tafeltje met bakje";"tafelblad potje zweven";"tafeltje met bakje : tafelblad potje zweven";0,204845
"137138";"pre";"8";"voet klein blokje";"kat staart onder";"voet klein blokje : kat staart onder";0,353283
"137138";"pre";"9";"rechtsboven soort druppel";"kook steelpan";"rechtsboven soort druppel : kook steelpan";0,510715
"137138";"pre";"10";"uitsteeksels ronde kop";"ding dwars erdoorheen";"uitsteeksels ronde kop : ding dwars erdoorheen";0,391413
"137138";"pre";"11";"balletje rechtsmidden";"opberg mok met neus";"balletje rechtsmidden : opberg mok met neus";0,419327
"137138";"pre";"12";"omgedraaide pion";"kop met bekerhouder";"omgedraaide pion : kop met bekerhouder";0,387762
"137138";"pre";"13";"staat op plateau";"plateau met kristallen";"staat op plateau : plateau met kristallen";0,293629
"137138";"pre";"14";"uitsteeksel handvat links";"pedalen bal op";"uitsteeksel handvat links : pedalen bal op";0,404846
"137138";"pre";"15";"plateau in midden";"zwaaiende olifant";"plateau in midden : zwaaiende olifant";0,577098
"137138";"pre";"16";"toren omgekeerd rechts";"lange uitsteeksels";"toren omgekeerd rechts : lange uitsteeksels";0,473773
"137138";"post";"1";"twee torens links";"robot met antenne";"twee torens links : robot met antenne";0,512665
"137138";"post";"2";"pyramide bovenop";"piramide kogel links";"pyramide bovenop : piramide kogel links";0,283045
"137138";"post";"3";"trofee";"trofee";"trofee : trofee";0
"137138";"post";"4";"onafgemaakte pyramide bovenop";"stompe piramide spijker";"onafgemaakte pyramide bovenop : stompe piramide spijker";0,332227
"137138";"post";"5";"dun staafje voorkant";"rechthoek boven pennetje";"dun staafje voorkant : rechthoek boven pennetje";0,207618
"137138";"post";"6";"hamertje";"hamer";"hamertje : hamer";0,315263
"137138";"post";"7";"ontbijt op bed";"ontbijttafel met schaal";"ontbijt op bed : ontbijttafel met schaal";0,403659
"137138";"post";"8";"boven torens vierkant";"staart pootjes kop";"boven torens vierkant : staart pootjes kop";0,432336
"137138";"post";"9";"onafgemaakt plateau";"steelpan smal plateau";"onafgemaakt plateau : steelpan smal plateau";0,254278
"137138";"post";"10";"bolletjes uiteinde";"doorborende staaf";"bolletjes uiteinde : doorborende staaf";0,2951
"137138";"post";"11";"bolletje voorkant";"gereedschaps vaas met bol";"bolletje voorkant : gereedschaps vaas met bol";0,321425
"137138";"post";"12";"pion linksboven";"pion bekerhouder";"pion linksboven : pion bekerhouder";0,24665
"137138";"post";"13";"enige op plateau";"drie kraaltjes";"enige op plateau : drie kraaltjes";0,559671
"137138";"post";"14";"bol bovenop";"bal bovenop pedalen";"bol bovenop : bal bovenop pedalen";0,240743
"137138";"post";"15";"plateau in midden";"zwaaiende olifant plateau";"plateau in midden : zwaaiende olifant plateau";0,323064
"137138";"post";"16";"toren rechtsmidden";"uitsteeksels omgekeerde toren";"toren rechtsmidden : uitsteeksels omgekeerde toren";0,27978
"141142";"pre";"1";"vierkant gezicht";"spijker en verrekijker";"vierkant gezicht : spijker en verrekijker";0,400132
"141142";"pre";"2";"piramide bovenop";"piramide op kopje";"piramide bovenop : piramide op kopje";0,194085
"141142";"pre";"3";"twister been";"wijnglas met blokjes";"twister been : wijnglas met blokjes";0,521069
"141142";"pre";"4";"twee rechthoeken rechts";"lampenkap op kopje";"twee rechthoeken rechts : lampenkap op kopje";0,433865
"141142";"pre";"5";"lange rechthoek boven";"langwerpig blok erop";"lange rechthoek boven : langwerpig blok erop";0,205536
"141142";"pre";"6";"punaise door bol";"balkje door neus";"punaise door bol : balkje door neus";0,209433
"141142";"pre";"7";"tafel voor zich";"plank aan kopje";"tafel voor zich : plank aan kopje";0,282781
"141142";"pre";"8";"gebogen been";"ruit aan zijkant";"gebogen been : ruit aan zijkant";0,326895
"141142";"pre";"9";"pinokkio neus links";"enkele uitstekende cilinder";"pinokkio neus links : enkele uitstekende cilinder";0,475762
"141142";"pre";"10";"staven met bol";"kopje overdwarse cilinder";"staven met bol : kopje overdwarse cilinder";0,314557
"141142";"pre";"11";"bol vooraan";"kegel en blok";"bol vooraan : kegel en blok";0,262874
"141142";"pre";"12";"grote spijker links";"pylon aan linkerzijde";"grote spijker links : pylon aan linkerzijde";0,346917
"141142";"pre";"13";"cirkel voorop";"kopje op onderzetter";"cirkel voorop : kopje op onderzetter";0,481044
"141142";"pre";"14";"bol boven op";"balletje op kopje";"bol boven op : balletje op kopje";0,25343
"141142";"pre";"15";"twee kleine cilinders";"vierkant door kopje";"twee kleine cilinders : vierkant door kopje";0,464153
"141142";"pre";"16";"twee deegroller handvaten";"enkele kegel erop";"twee deegroller handvaten : enkele kegel erop";0,399616
"141142";"post";"1";"vierkant er voor";"spijker blokkentorens vierkant";"vierkant er voor : spijker blokkentorens vierkant";0,239222
"141142";"post";"2";"piramide verrekijker";"piramide en verrekijker";"piramide verrekijker : piramide en verrekijker";0,0387727
"141142";"post";"3";"gedraaid been";"glas met blokjes";"gedraaid been : glas met blokjes";0,507402
"141142";"post";"4";"lampenkap twee rechthoeken";"lampenkap en balkjes";"lampenkap twee rechthoeken : lampenkap en balkjes";0,106612
"141142";"post";"5";"balk boven op";"balk en toblerone";"balk boven op : balk en toblerone";0,253338
"141142";"post";"6";"balk door bol";"spijker door bol";"balk door bol : spijker door bol";0,157923
"141142";"post";"7";"omgekeerde lampenkap dienblad";"dienblad met lampenkap";"omgekeerde lampenkap dienblad : dienblad met lampenkap";0,0505324
"141142";"post";"8";"strik boven op";"strik";"strik boven op : strik";0,224496
"141142";"post";"9";"cirkel er achter";"cirkel aan zijkant";"cirkel er achter : cirkel aan zijkant";0,168383
"141142";"post";"10";"springplank er achter";"springplank achter cilinders";"springplank er achter : springplank achter cilinders";0,202075
"141142";"post";"11";"bol twee kegels";"twee cilinder kopje";"bol twee kegels : twee cilinder kopje";0,311987
"141142";"post";"12";"gekantelde bank spijker";"spijker in bank";"gekantelde bank spijker : spijker in bank";0,148149
"141142";"post";"13";"diamantjes cirkel voorop";"kopje met diamantjes";"diamantjes cirkel voorop : kopje met diamantjes";0,213882
"141142";"post";"14";"bol twee armpjes";"balk voor mannetje";"bol twee armpjes : balk voor mannetje";0,354289
"141142";"post";"15";"l vorm";"vierkant door kopje";"l vorm : vierkant door kopje";0,402783
"141142";"post";"16";"twee roer kegels";"scheepsroer";"twee roer kegels : scheepsroer";0,39058
"143144";"pre";"1";"antenne twee moertjes";"vierkant oor";"antenne twee moertjes : vierkant oor";0,36634
"143144";"pre";"2";"feesthoed dikke neus";"punt hoofd";"feesthoed dikke neus : punt hoofd";0,449368
"143144";"pre";"3";"lang met driehoek";"draaikolk op standaard";"lang met driehoek : draaikolk op standaard";0,277078
"143144";"pre";"4";"afgestompt hoedje";"vogeltje met snavel";"afgestompt hoedje : vogeltje met snavel";0,377772
"143144";"pre";"5";"rechthoek hoed";"leraar met stokje";"rechthoek hoed : leraar met stokje";0,443882
"143144";"pre";"6";"neuspiercing";"piercing door neus";"neuspiercing : piercing door neus";0,336607
"143144";"pre";"7";"jachtgeweer";"ober die serveert";"jachtgeweer : ober die serveert";0,650525
"143144";"pre";"8";"lange neus hoedje";"pinokkio met arm";"lange neus hoedje : pinokkio met arm";0,299946
"143144";"pre";"9";"mok met lepel";"pinokkio zonder arm";"mok met lepel : pinokkio zonder arm";0,483579
"143144";"pre";"10";"afdakje";"stompe handvatten";"afdakje : stompe handvatten";0,437899
"143144";"pre";"11";"ronde neus";"rond neus";"ronde neus : rond neus";0,203403
"143144";"pre";"12";"toeter op neus";"spijker arm";"toeter op neus : spijker arm";0,321229
"143144";"pre";"13";"dienblad";"gekke professor";"dienblad : gekke professor";0,73071
"143144";"pre";"14";"waterleiding";"olifantenslurf met armen";"waterleiding : olifantenslurf met armen";0,690786
"143144";"pre";"15";"glijbaan neus";"zwembandje om middel";"glijbaan neus : zwembandje om middel";0,432953
"143144";"pre";"16";"kegel neus";"twee roerstaven";"kegel neus : twee roerstaven";0,435722
"143144";"post";"1";"robot";"de robot";"robot : de robot";0,11508
"143144";"post";"2";"feesthoedje";"feesthoedje op wielen";"feesthoedje : feesthoedje op wielen";0,207679
"143144";"post";"3";"torentje";"het torentje";"torentje : het torentje";0,0957198
"143144";"post";"4";"vogeltje";"twitter vogel";"vogeltje : twitter vogel";0,308453
"143144";"post";"5";"wijze uil";"het uiltje";"wijze uil : het uiltje";0,390961
"143144";"post";"6";"neuspiercing";"neus piercing";"neuspiercing : neus piercing";0,299921
"143144";"post";"7";"dienblad";"mijn serveerder";"dienblad : mijn serveerder";0,573398
"143144";"post";"8";"pinokkio hanenkam";"pinokkio met hanekam";"pinokkio hanenkam : pinokkio met hanekam";0,166465
"143144";"post";"9";"gewone koffiekopje";"het gewone kopje";"gewone koffiekopje : het gewone kopje";0,237316
"143144";"post";"10";"afdakje";"het afdakje";"afdakje : het afdakje";0,100618
